Wall time,Step,Value
1618074755.518682,3543,30.14493179321289
1618074757.171188,3547,29.593019485473633
1618074757.982768,3549,29.733015060424805
1618074763.697494,3563,30.143705368041992
1618074768.585352,3575,30.161359786987305
1618074770.608941,3580,30.068952560424805
1618074775.512035,3592,30.14814567565918
1618074775.923373,3593,30.200105667114258
1618074789.153346,3599,30.135263442993164
1618074789.643501,3600,30.12933349609375
1618074795.362827,3614,30.069795608520508
1618074796.983499,3618,29.98239517211914
1618074797.804474,3620,29.98709487915039
1618074798.609571,3622,29.818199157714844
1618074799.832195,3625,30.08064079284668
1618074801.053745,3628,30.21649742126465
1618074804.725798,3637,29.946561813354492
1618074807.188568,3643,30.037466049194336
1618074808.001042,3645,30.087369918823242
1618074812.521137,3656,29.860759735107422
1618074812.924289,3657,30.096141815185547
1618074815.406476,3663,29.94601058959961
1618074818.23614,3670,30.01528549194336
1618074827.957155,3694,29.898927688598633
1618074841.269298,3700,29.472152709960938
1618074842.078602,3702,29.827190399169922
1618074850.57211,3723,29.79310417175293
1618074851.754316,3726,29.982688903808594
1618074853.397333,3730,30.029695510864258
1618074853.81234,3731,30.113035202026367
1618074854.217713,3732,30.019620895385742
1618074856.648994,3738,29.774539947509766
1618074857.874187,3741,29.623390197753906
1618074858.681438,3743,29.90204429626465
1618074862.326179,3752,29.861387252807617
1618074865.171226,3759,29.70454216003418
1618074867.216641,3764,30.018587112426758
1618074870.464319,3772,30.16218376159668
1618074872.06822,3776,30.004291534423828
1618074873.671908,3780,29.931556701660156
1618074879.002602,3793,29.750078201293945
1618074879.796117,3795,29.94542121887207
1618074881.009516,3798,29.928951263427734
1618074896.561395,3810,29.828969955444336
1618074898.135002,3814,29.85163116455078
1618074900.124205,3819,29.807071685791016
1618074900.916035,3821,29.705734252929688
1618074904.88354,3831,30.005403518676758
1618074905.677548,3833,29.91802978515625
1618074906.47032,3835,29.902814865112305
1618074911.672984,3848,29.869672775268555
1618074918.159464,3864,29.651918411254883
1618074920.165247,3869,30.029159545898438
1618074922.941907,3876,29.72690773010254
1618074943.658431,3901,29.85578155517578
1618074944.057909,3902,29.870988845825195
1618074944.45267,3903,29.64970588684082
1618074947.214292,3910,29.808712005615234
1618074951.150623,3920,29.757722854614258
1618074954.301007,3928,29.888643264770508
1618074957.055539,3935,29.821115493774414
1618074958.619425,3939,29.75388526916504
1618074962.965987,3950,29.80973243713379
1618074965.3348,3956,29.76522445678711
1618074967.700794,3962,29.6290340423584
1618074968.888371,3965,29.672531127929688
1618074974.834526,3980,29.406091690063477
1618074976.418193,3984,29.539691925048828
1618074980.714892,3995,29.723787307739258
1618074993.337498,4000,29.85437774658203
1618074995.266007,4005,29.61192512512207
1618074996.841939,4009,29.71013832092285
1618074997.233004,4010,29.617094039916992
1618075001.51033,4021,29.593297958374023
1618075001.900778,4022,29.49155044555664
1618075006.155963,4033,29.77119255065918
1618075006.932173,4035,29.5532283782959
1618075007.310343,4036,29.625946044921875
1618075010.051498,4043,29.719348907470703
1618075010.826092,4045,29.55646324157715
1618075011.222494,4046,29.703432083129883
1618075011.618627,4047,29.536394119262695
1618075012.000443,4048,29.709823608398438
1618075014.308749,4054,29.56047821044922
1618075022.797027,4076,29.65427589416504
1618075029.342779,4093,29.61923599243164
1618075031.262492,4098,29.672382354736328
1618075042.55579,4099,29.638381958007812
1618075043.407801,4101,29.641216278076172
1618075046.453969,4109,29.553524017333984
1618075051.018392,4121,29.726221084594727
1618075068.429884,4167,29.360965728759766
1618075073.799556,4181,29.689834594726562
1618075074.179372,4182,29.587690353393555
1618075078.395969,4193,29.518516540527344
1618075078.77004,4194,29.619619369506836
1618075079.517793,4196,29.489686965942383
1618075080.282896,4198,29.56123161315918
1618075092.102909,4201,29.582265853881836
1618075092.482996,4202,29.476877212524414
1618075093.255321,4204,29.427772521972656
1618075102.011113,4227,29.42774200439453
1618075103.892522,4232,29.374618530273438
1618075105.021901,4235,29.357505798339844
1618075106.147273,4238,29.32489013671875
1618075108.034296,4243,29.284927368164062
1618075112.167383,4254,29.370927810668945
1618075115.514543,4263,29.51241683959961
1618075116.624054,4266,29.43661880493164
1618075116.996002,4267,29.413862228393555
1618075120.328175,4276,29.478404998779297
1618075122.55086,4282,29.474040985107422
1618075128.524597,4298,29.19918441772461
1618075141.530572,4304,29.366254806518555
1618075143.044419,4308,29.18531036376953
1618075146.426125,4317,29.306215286254883
1618075147.167498,4319,29.394119262695312
1618075150.525941,4328,29.332489013671875
1618075152.029268,4332,29.198774337768555
1618075154.309831,4338,29.407014846801758
1618075156.172049,4343,29.29474449157715
1618075158.403024,4349,29.257543563842773
1618075161.757395,4358,29.017969131469727
1618075164.364123,4365,29.182884216308594
1618075165.854107,4369,29.295034408569336
1618075169.198422,4378,29.350452423095703
1618075174.761806,4393,29.127933502197266
1618075188.2029,4400,29.14295196533203
1618075189.304708,4403,29.127960205078125
