Wall time,Step,Value
1618073007.662312,5,12.654523849487305
1618073011.215888,18,15.544585227966309
1618073012.846187,24,15.80009937286377
1618073017.180471,40,16.139846801757812
1618073017.725721,42,16.24691390991211
1618073018.548195,45,16.26475715637207
1618073020.70324,53,16.422555923461914
1618073021.528721,56,16.467451095581055
1618073025.712284,71,16.878374099731445
1618073026.623185,74,16.891359329223633
1618073033.082467,94,17.26649284362793
1618073046.399549,102,17.502241134643555
1618073047.457073,105,17.475488662719727
1618073047.806314,106,17.463403701782227
1618073050.235235,113,17.60515022277832
1618073054.654594,126,17.777536392211914
1618073058.940231,139,17.915807723999023
1618073062.49647,150,17.941204071044922
1618073064.113001,155,18.043617248535156
1618073065.083118,158,18.062854766845703
1618073068.010861,167,18.144268035888672
1618073071.676382,178,18.212120056152344
1618073073.332729,183,18.19497299194336
1618073074.005605,185,18.247455596923828
1618073074.344178,186,18.2263240814209
1618073075.695067,190,18.284881591796875
1618073078.455784,198,18.284746170043945
1618073092.027627,206,18.362672805786133
1618073092.371468,207,18.3533935546875
1618073094.109947,212,18.408716201782227
1618073097.949466,223,18.45746421813965
1618073100.086897,229,18.46435546875
1618073101.875945,234,18.49901580810547
1618073107.217321,249,18.523029327392578
1618073109.356608,255,18.537208557128906
1618073111.130729,260,18.57730484008789
1618073113.641236,267,18.588611602783203
1618073115.061283,271,18.596744537353516
1618073115.776333,273,18.650440216064453
1618073122.536052,292,18.679550170898438
1618073124.311469,297,18.696949005126953
1618073124.66978,298,18.72906494140625
1618073137.253948,303,18.703588485717773
1618073139.031734,308,18.748661041259766
1618073139.742549,310,18.734661102294922
1618073142.618091,318,18.785043716430664
1618073142.980021,319,18.754898071289062
1618073146.951214,330,18.76595115661621
1618073150.251782,339,18.814693450927734
1618073153.149377,347,18.862571716308594
1618073159.00718,363,18.89002799987793
1618073160.496991,367,18.8906307220459
1618073164.193074,377,18.940263748168945
1618073191.335269,421,19.02802276611328
1618073191.70573,422,19.07172393798828
1618073194.692523,430,19.056333541870117
1618073198.043249,439,19.079864501953125
1618073198.783174,441,19.106969833374023
1618073199.153057,442,19.063501358032227
1618073200.269912,445,19.1083927154541
1618073202.507924,451,19.1138916015625
1618073205.871742,460,19.11196517944336
1618073206.99016,463,19.151212692260742
1618073207.367348,464,19.140771865844727
1618073211.093543,474,19.154138565063477
1618073217.437233,491,19.19699478149414
1618073218.18298,493,19.18731689453125
1618073236.11508,512,19.27729606628418
1618073236.857361,514,19.260726928710938
1618073237.991556,517,19.2812557220459
1618073240.952437,525,19.302644729614258
1618073243.203084,531,19.2421932220459
1618073243.948044,533,19.25489616394043
1618073245.064334,536,19.26694679260254
1618073247.294885,542,19.299957275390625
1618073249.152085,547,19.29775619506836
1618073252.875812,557,19.31618881225586
1618073255.114012,563,19.33434295654297
1618073257.368074,569,19.342628479003906
1618073258.885216,573,19.3632869720459
1618073261.123208,579,19.339136123657227
1618073261.870766,581,19.336076736450195
1618073263.001889,584,19.346145629882812
1618073263.753606,586,19.375389099121094
1618073264.127363,587,19.371097564697266
1618073266.012234,592,19.36419677734375
1618073266.381767,593,19.35151481628418
1618073280.60351,602,19.373533248901367
1618073285.490476,615,19.386138916015625
1618073287.356314,620,19.395252227783203
1618073288.102977,622,19.407344818115234
1618073292.635401,634,19.420923233032227
1618073295.277314,641,19.416826248168945
1618073295.662104,642,19.42803382873535
1618073296.407307,644,19.440397262573242
1618073297.534984,647,19.45595932006836
1618073298.28498,649,19.422317504882812
1618073302.786528,661,19.460378646850586
